year,index,metric,series_name,ass_year,CV
1951,0.869051801,Depletion,Greenspotted rockfish,2011,0
1952,0.8625806,Depletion,Greenspotted rockfish,2011,0
1953,0.859211878,Depletion,Greenspotted rockfish,2011,0
1954,0.856406574,Depletion,Greenspotted rockfish,2011,0
1955,0.852144485,Depletion,Greenspotted rockfish,2011,0
1956,0.844497104,Depletion,Greenspotted rockfish,2011,0
1957,0.836466745,Depletion,Greenspotted rockfish,2011,0
1958,0.829554753,Depletion,Greenspotted rockfish,2011,0
1959,0.821773329,Depletion,Greenspotted rockfish,2011,0
1960,0.816857603,Depletion,Greenspotted rockfish,2011,0
1961,0.812946821,Depletion,Greenspotted rockfish,2011,0
1962,0.810587832,Depletion,Greenspotted rockfish,2011,0
1963,0.808381297,Depletion,Greenspotted rockfish,2011,0
1964,0.804640278,Depletion,Greenspotted rockfish,2011,0
1965,0.802038614,Depletion,Greenspotted rockfish,2011,0
1966,0.796678414,Depletion,Greenspotted rockfish,2011,0
1967,0.789779678,Depletion,Greenspotted rockfish,2011,0
1968,0.778803713,Depletion,Greenspotted rockfish,2011,0
1969,0.766837901,Depletion,Greenspotted rockfish,2011,0
1970,0.74639873,Depletion,Greenspotted rockfish,2011,0
1971,0.728985811,Depletion,Greenspotted rockfish,2011,0
1972,0.710042827,Depletion,Greenspotted rockfish,2011,0
1973,0.681826651,Depletion,Greenspotted rockfish,2011,0
1974,0.646710635,Depletion,Greenspotted rockfish,2011,0
1975,0.608902735,Depletion,Greenspotted rockfish,2011,0
1976,0.572869416,Depletion,Greenspotted rockfish,2011,0
1977,0.534301086,Depletion,Greenspotted rockfish,2011,0
1978,0.495625596,Depletion,Greenspotted rockfish,2011,0
1979,0.465238606,Depletion,Greenspotted rockfish,2011,0
1980,0.424461899,Depletion,Greenspotted rockfish,2011,0
1981,0.400903678,Depletion,Greenspotted rockfish,2011,0
1982,0.36330531,Depletion,Greenspotted rockfish,2011,0
1983,0.323644023,Depletion,Greenspotted rockfish,2011,0
1984,0.300110106,Depletion,Greenspotted rockfish,2011,0
1985,0.280430996,Depletion,Greenspotted rockfish,2011,0
1986,0.250697644,Depletion,Greenspotted rockfish,2011,0
1987,0.237305243,Depletion,Greenspotted rockfish,2011,0
1988,0.236935155,Depletion,Greenspotted rockfish,2011,0
1989,0.225120325,Depletion,Greenspotted rockfish,2011,0
1990,0.209174501,Depletion,Greenspotted rockfish,2011,0
1991,0.200501184,Depletion,Greenspotted rockfish,2011,0
1992,0.188045604,Depletion,Greenspotted rockfish,2011,0
1993,0.183887729,Depletion,Greenspotted rockfish,2011,0
1994,0.182353244,Depletion,Greenspotted rockfish,2011,0
1995,0.180548835,Depletion,Greenspotted rockfish,2011,0
1996,0.172836642,Depletion,Greenspotted rockfish,2011,0
1997,0.169044436,Depletion,Greenspotted rockfish,2011,0
1998,0.175114617,Depletion,Greenspotted rockfish,2011,0
1999,0.182053492,Depletion,Greenspotted rockfish,2011,0
2000,0.190390599,Depletion,Greenspotted rockfish,2011,0
2001,0.201535589,Depletion,Greenspotted rockfish,2011,0
2002,0.214438958,Depletion,Greenspotted rockfish,2011,0
2003,0.228936835,Depletion,Greenspotted rockfish,2011,0
2004,0.245181306,Depletion,Greenspotted rockfish,2011,0
2005,0.259883192,Depletion,Greenspotted rockfish,2011,0
2006,0.273212254,Depletion,Greenspotted rockfish,2011,0
2007,0.288627065,Depletion,Greenspotted rockfish,2011,0
2008,0.302993478,Depletion,Greenspotted rockfish,2011,0
2009,0.31752192,Depletion,Greenspotted rockfish,2011,0
2010,0.331335594,Depletion,Greenspotted rockfish,2011,0
2011,0.345393048,Depletion,Greenspotted rockfish,2011,0
1940,1,Depletion,Pacific Ocean perch,2011,0
1941,0.99913549,Depletion,Pacific Ocean perch,2011,0
1942,0.998200719,Depletion,Pacific Ocean perch,2011,0
1943,0.997198743,Depletion,Pacific Ocean perch,2011,0
1944,0.995556784,Depletion,Pacific Ocean perch,2011,0
1945,0.993193892,Depletion,Pacific Ocean perch,2011,0
1946,0.989932886,Depletion,Pacific Ocean perch,2011,0
1947,0.987226328,Depletion,Pacific Ocean perch,2011,0
1948,0.984809976,Depletion,Pacific Ocean perch,2011,0
1949,0.98226074,Depletion,Pacific Ocean perch,2011,0
1950,0.976636842,Depletion,Pacific Ocean perch,2011,0
1951,0.968961641,Depletion,Pacific Ocean perch,2011,0
1952,0.960258498,Depletion,Pacific Ocean perch,2011,0
1953,0.940817711,Depletion,Pacific Ocean perch,2011,0
1954,0.928650417,Depletion,Pacific Ocean perch,2011,0
1955,0.911864257,Depletion,Pacific Ocean perch,2011,0
1956,0.902742605,Depletion,Pacific Ocean perch,2011,0
1957,0.886321494,Depletion,Pacific Ocean perch,2011,0
1958,0.877028773,Depletion,Pacific Ocean perch,2011,0
1959,0.874931649,Depletion,Pacific Ocean perch,2011,0
1960,0.879756715,Depletion,Pacific Ocean perch,2011,0
1961,0.874960669,Depletion,Pacific Ocean perch,2011,0
1962,0.859310897,Depletion,Pacific Ocean perch,2011,0
1963,0.831903175,Depletion,Pacific Ocean perch,2011,0
1964,0.79062816,Depletion,Pacific Ocean perch,2011,0
1965,0.745717925,Depletion,Pacific Ocean perch,2011,0
1966,0.688605267,Depletion,Pacific Ocean perch,2011,0
1967,0.534818682,Depletion,Pacific Ocean perch,2011,0
1968,0.419924363,Depletion,Pacific Ocean perch,2011,0
1969,0.352455912,Depletion,Pacific Ocean perch,2011,0
1970,0.347389515,Depletion,Pacific Ocean perch,2011,0
1971,0.336523569,Depletion,Pacific Ocean perch,2011,0
1972,0.325591945,Depletion,Pacific Ocean perch,2011,0
1973,0.313947024,Depletion,Pacific Ocean perch,2011,0
1974,0.29579231,Depletion,Pacific Ocean perch,2011,0
1975,0.283591414,Depletion,Pacific Ocean perch,2011,0
1976,0.282697883,Depletion,Pacific Ocean perch,2011,0
1977,0.279132924,Depletion,Pacific Ocean perch,2011,0
1978,0.274437687,Depletion,Pacific Ocean perch,2011,0
1979,0.261086656,Depletion,Pacific Ocean perch,2011,0
1980,0.24848558,Depletion,Pacific Ocean perch,2011,0
1981,0.232573094,Depletion,Pacific Ocean perch,2011,0
1982,0.223373545,Depletion,Pacific Ocean perch,2011,0
1983,0.218143716,Depletion,Pacific Ocean perch,2011,0
1984,0.209121346,Depletion,Pacific Ocean perch,2011,0
1985,0.199956927,Depletion,Pacific Ocean perch,2011,0
1986,0.192394754,Depletion,Pacific Ocean perch,2011,0
1987,0.185188466,Depletion,Pacific Ocean perch,2011,0
1988,0.18106906,Depletion,Pacific Ocean perch,2011,0
1989,0.174504281,Depletion,Pacific Ocean perch,2011,0
1990,0.167597364,Depletion,Pacific Ocean perch,2011,0
1991,0.163528362,Depletion,Pacific Ocean perch,2011,0
1992,0.156598534,Depletion,Pacific Ocean perch,2011,0
1993,0.150097754,Depletion,Pacific Ocean perch,2011,0
1994,0.145104062,Depletion,Pacific Ocean perch,2011,0
1995,0.142096911,Depletion,Pacific Ocean perch,2011,0
1996,0.141090505,Depletion,Pacific Ocean perch,2011,0
1997,0.140555303,Depletion,Pacific Ocean perch,2011,0
1998,0.140662985,Depletion,Pacific Ocean perch,2011,0
1999,0.140028043,Depletion,Pacific Ocean perch,2011,0
2000,0.140187504,Depletion,Pacific Ocean perch,2011,0
2001,0.143659139,Depletion,Pacific Ocean perch,2011,0
2002,0.146163927,Depletion,Pacific Ocean perch,2011,0
2003,0.149601653,Depletion,Pacific Ocean perch,2011,0
2004,0.153844626,Depletion,Pacific Ocean perch,2011,0
2005,0.159436449,Depletion,Pacific Ocean perch,2011,0
2006,0.167105541,Depletion,Pacific Ocean perch,2011,0
2007,0.175791882,Depletion,Pacific Ocean perch,2011,0
2008,0.183063849,Depletion,Pacific Ocean perch,2011,0
2009,0.188148574,Depletion,Pacific Ocean perch,2011,0
2010,0.190166273,Depletion,Pacific Ocean perch,2011,0
2011,0.191415689,Depletion,Pacific Ocean perch,2011,0
1916,1,Depletion,Widow rockfish,2011,0
1917,0.999377166,Depletion,Widow rockfish,2011,0
1918,0.99843237,Depletion,Widow rockfish,2011,0
1919,0.997387753,Depletion,Widow rockfish,2011,0
1920,0.996746642,Depletion,Widow rockfish,2011,0
1921,0.996144897,Depletion,Widow rockfish,2011,0
1922,0.995731549,Depletion,Widow rockfish,2011,0
1923,0.995448954,Depletion,Widow rockfish,2011,0
1924,0.995148081,Depletion,Widow rockfish,2011,0
1925,0.995098873,Depletion,Widow rockfish,2011,0
1926,0.994972338,Depletion,Widow rockfish,2011,0
1927,0.99460398,Depletion,Widow rockfish,2011,0
1928,0.994384653,Depletion,Widow rockfish,2011,0
1929,0.994087998,Depletion,Widow rockfish,2011,0
1930,0.99382368,Depletion,Widow rockfish,2011,0
1931,0.99337659,Depletion,Widow rockfish,2011,0
1932,0.99305041,Depletion,Widow rockfish,2011,0
1933,0.992746726,Depletion,Widow rockfish,2011,0
1934,0.992573795,Depletion,Widow rockfish,2011,0
1935,0.992376962,Depletion,Widow rockfish,2011,0
1936,0.992140763,Depletion,Widow rockfish,2011,0
1937,0.991817396,Depletion,Widow rockfish,2011,0
1938,0.991554484,Depletion,Widow rockfish,2011,0
1939,0.991475751,Depletion,Widow rockfish,2011,0
1940,0.991472939,Depletion,Widow rockfish,2011,0
1941,0.990885254,Depletion,Widow rockfish,2011,0
1942,0.990133073,Depletion,Widow rockfish,2011,0
1943,0.989018158,Depletion,Widow rockfish,2011,0
1944,0.983560276,Depletion,Widow rockfish,2011,0
1945,0.972953822,Depletion,Widow rockfish,2011,0
1946,0.9552614,Depletion,Widow rockfish,2011,0
1947,0.944383598,Depletion,Widow rockfish,2011,0
1948,0.940088434,Depletion,Widow rockfish,2011,0
1949,0.938520804,Depletion,Widow rockfish,2011,0
1950,0.938197437,Depletion,Widow rockfish,2011,0
1951,0.937594286,Depletion,Widow rockfish,2011,0
1952,0.935970419,Depletion,Widow rockfish,2011,0
1953,0.932628486,Depletion,Widow rockfish,2011,0
1954,0.926408582,Depletion,Widow rockfish,2011,0
1955,0.914815153,Depletion,Widow rockfish,2011,0
1956,0.898469628,Depletion,Widow rockfish,2011,0
1957,0.878934012,Depletion,Widow rockfish,2011,0
1958,0.85808946,Depletion,Widow rockfish,2011,0
1959,0.840328148,Depletion,Widow rockfish,2011,0
1960,0.826430374,Depletion,Widow rockfish,2011,0
1961,0.8155357,Depletion,Widow rockfish,2011,0
1962,0.811923826,Depletion,Widow rockfish,2011,0
1963,0.812673195,Depletion,Widow rockfish,2011,0
1964,0.822080378,Depletion,Widow rockfish,2011,0
1965,0.830125199,Depletion,Widow rockfish,2011,0
1966,0.842588908,Depletion,Widow rockfish,2011,0
1967,0.82109481,Depletion,Widow rockfish,2011,0
1968,0.794166731,Depletion,Widow rockfish,2011,0
1969,0.794051444,Depletion,Widow rockfish,2011,0
1970,0.813152622,Depletion,Widow rockfish,2011,0
1971,0.838369665,Depletion,Widow rockfish,2011,0
1972,0.867420722,Depletion,Widow rockfish,2011,0
1973,0.906881401,Depletion,Widow rockfish,2011,0
1974,0.946405348,Depletion,Widow rockfish,2011,0
1975,1.010758297,Depletion,Widow rockfish,2011,0
1976,1.099002481,Depletion,Widow rockfish,2011,0
1977,1.198355043,Depletion,Widow rockfish,2011,0
1978,1.267464307,Depletion,Widow rockfish,2011,0
1979,1.287215032,Depletion,Widow rockfish,2011,0
1980,1.222315171,Depletion,Widow rockfish,2011,0
1981,1.029432068,Depletion,Widow rockfish,2011,0
1982,0.804535581,Depletion,Widow rockfish,2011,0
1983,0.607478225,Depletion,Widow rockfish,2011,0
1984,0.564238364,Depletion,Widow rockfish,2011,0
1985,0.55122493,Depletion,Widow rockfish,2011,0
1986,0.560561816,Depletion,Widow rockfish,2011,0
1987,0.577355838,Depletion,Widow rockfish,2011,0
1988,0.569156362,Depletion,Widow rockfish,2011,0
1989,0.560304528,Depletion,Widow rockfish,2011,0
1990,0.511862667,Depletion,Widow rockfish,2011,0
1991,0.46878449,Depletion,Widow rockfish,2011,0
1992,0.448610574,Depletion,Widow rockfish,2011,0
1993,0.424698249,Depletion,Widow rockfish,2011,0
1994,0.383194731,Depletion,Widow rockfish,2011,0
1995,0.358028302,Depletion,Widow rockfish,2011,0
1996,0.335333525,Depletion,Widow rockfish,2011,0
1997,0.325403331,Depletion,Widow rockfish,2011,0
1998,0.314408835,Depletion,Widow rockfish,2011,0
1999,0.316976092,Depletion,Widow rockfish,2011,0
2000,0.313109741,Depletion,Widow rockfish,2011,0
2001,0.305540129,Depletion,Widow rockfish,2011,0
2002,0.310351276,Depletion,Widow rockfish,2011,0
2003,0.330273527,Depletion,Widow rockfish,2011,0
2004,0.360646173,Depletion,Widow rockfish,2011,0
2005,0.399866435,Depletion,Widow rockfish,2011,0
2006,0.438345764,Depletion,Widow rockfish,2011,0
2007,0.468875876,Depletion,Widow rockfish,2011,0
2008,0.488249808,Depletion,Widow rockfish,2011,0
2009,0.499737791,Depletion,Widow rockfish,2011,0
2010,0.507021996,Depletion,Widow rockfish,2011,0
2011,0.510947397,Depletion,Widow rockfish,2011,0
1916,1,Depletion,Yelloweye rockfish,2011,0
1917,0.999552394,Depletion,Yelloweye rockfish,2011,0
1918,0.998939369,Depletion,Yelloweye rockfish,2011,0
1919,0.998248499,Depletion,Yelloweye rockfish,2011,0
1920,0.997791163,Depletion,Yelloweye rockfish,2011,0
1921,0.997304635,Depletion,Yelloweye rockfish,2011,0
1922,0.996827837,Depletion,Yelloweye rockfish,2011,0
1923,0.996370501,Depletion,Yelloweye rockfish,2011,0
1924,0.995893703,Depletion,Yelloweye rockfish,2011,0
1925,0.995348792,Depletion,Yelloweye rockfish,2011,0
1926,0.994560617,Depletion,Yelloweye rockfish,2011,0
1927,0.993665405,Depletion,Yelloweye rockfish,2011,0
1928,0.992653427,Depletion,Yelloweye rockfish,2011,0
1929,0.99149549,Depletion,Yelloweye rockfish,2011,0
1930,0.989909408,Depletion,Yelloweye rockfish,2011,0
1931,0.988255213,Depletion,Yelloweye rockfish,2011,0
1932,0.986863743,Depletion,Yelloweye rockfish,2011,0
1933,0.985530656,Depletion,Yelloweye rockfish,2011,0
1934,0.984460294,Depletion,Yelloweye rockfish,2011,0
1935,0.983156399,Depletion,Yelloweye rockfish,2011,0
1936,0.981580048,Depletion,Yelloweye rockfish,2011,0
1937,0.97951717,Depletion,Yelloweye rockfish,2011,0
1938,0.977502943,Depletion,Yelloweye rockfish,2011,0
1939,0.97552764,Depletion,Yelloweye rockfish,2011,0
1940,0.974058325,Depletion,Yelloweye rockfish,2011,0
1941,0.971761913,Depletion,Yelloweye rockfish,2011,0
1942,0.968910858,Depletion,Yelloweye rockfish,2011,0
1943,0.965378665,Depletion,Yelloweye rockfish,2011,0
1944,0.956699005,Depletion,Yelloweye rockfish,2011,0
1945,0.948087458,Depletion,Yelloweye rockfish,2011,0
1946,0.933910031,Depletion,Yelloweye rockfish,2011,0
1947,0.922233358,Depletion,Yelloweye rockfish,2011,0
1948,0.917776761,Depletion,Yelloweye rockfish,2011,0
1949,0.912600103,Depletion,Yelloweye rockfish,2011,0
1950,0.909272251,Depletion,Yelloweye rockfish,2011,0
1951,0.905701136,Depletion,Yelloweye rockfish,2011,0
1952,0.901302922,Depletion,Yelloweye rockfish,2011,0
1953,0.897576117,Depletion,Yelloweye rockfish,2011,0
1954,0.894822369,Depletion,Yelloweye rockfish,2011,0
1955,0.891290175,Depletion,Yelloweye rockfish,2011,0
1956,0.886765464,Depletion,Yelloweye rockfish,2011,0
1957,0.881209314,Depletion,Yelloweye rockfish,2011,0
1958,0.874777413,Depletion,Yelloweye rockfish,2011,0
1959,0.867878446,Depletion,Yelloweye rockfish,2011,0
1960,0.861757923,Depletion,Yelloweye rockfish,2011,0
1961,0.856240695,Depletion,Yelloweye rockfish,2011,0
1962,0.851774368,Depletion,Yelloweye rockfish,2011,0
1963,0.846422559,Depletion,Yelloweye rockfish,2011,0
1964,0.842345454,Depletion,Yelloweye rockfish,2011,0
1965,0.83965982,Depletion,Yelloweye rockfish,2011,0
1966,0.827876111,Depletion,Yelloweye rockfish,2011,0
1967,0.823341669,Depletion,Yelloweye rockfish,2011,0
1968,0.818009322,Depletion,Yelloweye rockfish,2011,0
1969,0.812453172,Depletion,Yelloweye rockfish,2011,0
1970,0.799316915,Depletion,Yelloweye rockfish,2011,0
1971,0.790617793,Depletion,Yelloweye rockfish,2011,0
1972,0.77875624,Depletion,Yelloweye rockfish,2011,0
1973,0.763527912,Depletion,Yelloweye rockfish,2011,0
1974,0.74909749,Depletion,Yelloweye rockfish,2011,0
1975,0.73276961,Depletion,Yelloweye rockfish,2011,0
1976,0.717784546,Depletion,Yelloweye rockfish,2011,0
1977,0.700045734,Depletion,Yelloweye rockfish,2011,0
1978,0.681820393,Depletion,Yelloweye rockfish,2011,0
1979,0.650342029,Depletion,Yelloweye rockfish,2011,0
1980,0.619165312,Depletion,Yelloweye rockfish,2011,0
1981,0.594323191,Depletion,Yelloweye rockfish,2011,0
1982,0.558972064,Depletion,Yelloweye rockfish,2011,0
1983,0.513695764,Depletion,Yelloweye rockfish,2011,0
1984,0.482849887,Depletion,Yelloweye rockfish,2011,0
1985,0.458747288,Depletion,Yelloweye rockfish,2011,0
1986,0.429351264,Depletion,Yelloweye rockfish,2011,0
1987,0.412381166,Depletion,Yelloweye rockfish,2011,0
1988,0.392170791,Depletion,Yelloweye rockfish,2011,0
1989,0.369333165,Depletion,Yelloweye rockfish,2011,0
1990,0.339246271,Depletion,Yelloweye rockfish,2011,0
1991,0.321789645,Depletion,Yelloweye rockfish,2011,0
1992,0.291128648,Depletion,Yelloweye rockfish,2011,0
1993,0.259737859,Depletion,Yelloweye rockfish,2011,0
1994,0.233533459,Depletion,Yelloweye rockfish,2011,0
1995,0.218052136,Depletion,Yelloweye rockfish,2011,0
1996,0.199418112,Depletion,Yelloweye rockfish,2011,0
1997,0.185289338,Depletion,Yelloweye rockfish,2011,0
1998,0.168543043,Depletion,Yelloweye rockfish,2011,0
1999,0.165049772,Depletion,Yelloweye rockfish,2011,0
2000,0.156739873,Depletion,Yelloweye rockfish,2011,0
2001,0.15981473,Depletion,Yelloweye rockfish,2011,0
2002,0.161430003,Depletion,Yelloweye rockfish,2011,0
2003,0.16745322,Depletion,Yelloweye rockfish,2011,0
2004,0.173739163,Depletion,Yelloweye rockfish,2011,0
2005,0.179820763,Depletion,Yelloweye rockfish,2011,0
2006,0.185649369,Depletion,Yelloweye rockfish,2011,0
2007,0.191653125,Depletion,Yelloweye rockfish,2011,0
2008,0.196654633,Depletion,Yelloweye rockfish,2011,0
2009,0.202308089,Depletion,Yelloweye rockfish,2011,0
2010,0.208068581,Depletion,Yelloweye rockfish,2011,0
2011,0.213576078,Depletion,Yelloweye rockfish,2011,0
1900,1,Depletion,Splitnose rockfish,2009,0
1901,1,Depletion,Splitnose rockfish,2009,0
1902,1,Depletion,Splitnose rockfish,2009,0
1903,0.999844394,Depletion,Splitnose rockfish,2009,0
1904,0.999688789,Depletion,Splitnose rockfish,2009,0
1905,0.99945538,Depletion,Splitnose rockfish,2009,0
1906,0.999221972,Depletion,Splitnose rockfish,2009,0
1907,0.99891076,Depletion,Splitnose rockfish,2009,0
1908,0.998599549,Depletion,Splitnose rockfish,2009,0
1909,0.998210535,Depletion,Splitnose rockfish,2009,0
1910,0.997743717,Depletion,Splitnose rockfish,2009,0
1911,0.9972769,Depletion,Splitnose rockfish,2009,0
1912,0.996810083,Depletion,Splitnose rockfish,2009,0
1913,0.996265463,Depletion,Splitnose rockfish,2009,0
1914,0.995720843,Depletion,Splitnose rockfish,2009,0
1915,0.995098421,Depletion,Splitnose rockfish,2009,0
1916,0.994475998,Depletion,Splitnose rockfish,2009,0
1917,0.993775772,Depletion,Splitnose rockfish,2009,0
1918,0.992608729,Depletion,Splitnose rockfish,2009,0
1919,0.99151949,Depletion,Splitnose rockfish,2009,0
1920,0.990897067,Depletion,Splitnose rockfish,2009,0
1921,0.990352447,Depletion,Splitnose rockfish,2009,0
1922,0.98988563,Depletion,Splitnose rockfish,2009,0
1923,0.989496616,Depletion,Splitnose rockfish,2009,0
1924,0.989029798,Depletion,Splitnose rockfish,2009,0
1925,0.988407376,Depletion,Splitnose rockfish,2009,0
1926,0.987784953,Depletion,Splitnose rockfish,2009,0
1927,0.986695713,Depletion,Splitnose rockfish,2009,0
1928,0.985917685,Depletion,Splitnose rockfish,2009,0
1929,0.985139656,Depletion,Splitnose rockfish,2009,0
1930,0.984517233,Depletion,Splitnose rockfish,2009,0
1931,0.983661402,Depletion,Splitnose rockfish,2009,0
1932,0.982727768,Depletion,Splitnose rockfish,2009,0
1933,0.982494359,Depletion,Splitnose rockfish,2009,0
1934,0.982260951,Depletion,Splitnose rockfish,2009,0
1935,0.982105345,Depletion,Splitnose rockfish,2009,0
1936,0.981794134,Depletion,Splitnose rockfish,2009,0
1937,0.981716331,Depletion,Splitnose rockfish,2009,0
1938,0.981716331,Depletion,Splitnose rockfish,2009,0
1939,0.981638528,Depletion,Splitnose rockfish,2009,0
1940,0.981482922,Depletion,Splitnose rockfish,2009,0
1941,0.981482922,Depletion,Splitnose rockfish,2009,0
1942,0.981482922,Depletion,Splitnose rockfish,2009,0
1943,0.981794134,Depletion,Splitnose rockfish,2009,0
1944,0.981560725,Depletion,Splitnose rockfish,2009,0
1945,0.980627091,Depletion,Splitnose rockfish,2009,0
1946,0.978526414,Depletion,Splitnose rockfish,2009,0
1947,0.977203766,Depletion,Splitnose rockfish,2009,0
1948,0.976581343,Depletion,Splitnose rockfish,2009,0
1949,0.975881117,Depletion,Splitnose rockfish,2009,0
1950,0.9754143,Depletion,Splitnose rockfish,2009,0
1951,0.974091652,Depletion,Splitnose rockfish,2009,0
1952,0.972146581,Depletion,Splitnose rockfish,2009,0
1953,0.970045904,Depletion,Splitnose rockfish,2009,0
1954,0.964677507,Depletion,Splitnose rockfish,2009,0
1955,0.956430405,Depletion,Splitnose rockfish,2009,0
1956,0.9508286,Depletion,Splitnose rockfish,2009,0
1957,0.941881273,Depletion,Splitnose rockfish,2009,0
1958,0.934645608,Depletion,Splitnose rockfish,2009,0
1959,0.929277212,Depletion,Splitnose rockfish,2009,0
1960,0.920796701,Depletion,Splitnose rockfish,2009,0
1961,0.908815063,Depletion,Splitnose rockfish,2009,0
1962,0.899634327,Depletion,Splitnose rockfish,2009,0
1963,0.893643507,Depletion,Splitnose rockfish,2009,0
1964,0.889208745,Depletion,Splitnose rockfish,2009,0
1965,0.887730491,Depletion,Splitnose rockfish,2009,0
1966,0.884618377,Depletion,Splitnose rockfish,2009,0
1967,0.82704427,Depletion,Splitnose rockfish,2009,0
1968,0.766280246,Depletion,Splitnose rockfish,2009,0
1969,0.73251381,Depletion,Splitnose rockfish,2009,0
1970,0.729712907,Depletion,Splitnose rockfish,2009,0
1971,0.725589357,Depletion,Splitnose rockfish,2009,0
1972,0.720454369,Depletion,Splitnose rockfish,2009,0
1973,0.712985295,Depletion,Splitnose rockfish,2009,0
1974,0.699836614,Depletion,Splitnose rockfish,2009,0
1975,0.688710807,Depletion,Splitnose rockfish,2009,0
1976,0.676028943,Depletion,Splitnose rockfish,2009,0
1977,0.662802459,Depletion,Splitnose rockfish,2009,0
1978,0.648953552,Depletion,Splitnose rockfish,2009,0
1979,0.633159574,Depletion,Splitnose rockfish,2009,0
1980,0.617599004,Depletion,Splitnose rockfish,2009,0
1981,0.599470941,Depletion,Splitnose rockfish,2009,0
1982,0.578541975,Depletion,Splitnose rockfish,2009,0
1983,0.560880728,Depletion,Splitnose rockfish,2009,0
1984,0.538551311,Depletion,Splitnose rockfish,2009,0
1985,0.514043414,Depletion,Splitnose rockfish,2009,0
1986,0.488757489,Depletion,Splitnose rockfish,2009,0
1987,0.471407454,Depletion,Splitnose rockfish,2009,0
1988,0.460359449,Depletion,Splitnose rockfish,2009,0
1989,0.447988796,Depletion,Splitnose rockfish,2009,0
1990,0.438185638,Depletion,Splitnose rockfish,2009,0
1991,0.428071267,Depletion,Splitnose rockfish,2009,0
1992,0.416789855,Depletion,Splitnose rockfish,2009,0
1993,0.411888275,Depletion,Splitnose rockfish,2009,0
1994,0.404808216,Depletion,Splitnose rockfish,2009,0
1995,0.399362017,Depletion,Splitnose rockfish,2009,0
1996,0.394771649,Depletion,Splitnose rockfish,2009,0
1997,0.389092041,Depletion,Splitnose rockfish,2009,0
1998,0.38224539,Depletion,Splitnose rockfish,2009,0
1999,0.358048705,Depletion,Splitnose rockfish,2009,0
2000,0.361861044,Depletion,Splitnose rockfish,2009,0
2001,0.370574963,Depletion,Splitnose rockfish,2009,0
2002,0.382011982,Depletion,Splitnose rockfish,2009,0
2003,0.398739594,Depletion,Splitnose rockfish,2009,0
2004,0.420446588,Depletion,Splitnose rockfish,2009,0
2005,0.451801136,Depletion,Splitnose rockfish,2009,0
2006,0.495215125,Depletion,Splitnose rockfish,2009,0
2007,0.542441453,Depletion,Splitnose rockfish,2009,0
2008,0.598303898,Depletion,Splitnose rockfish,2009,0
2009,0.655566794,Depletion,Splitnose rockfish,2009,0
1916,1,Depletion,Greenstriped rockfish,2009,0
1917,0.999511973,Depletion,Greenstriped rockfish,2009,0
1918,0.99874467,Depletion,Greenstriped rockfish,2009,0
1919,0.998038018,Depletion,Greenstriped rockfish,2009,0
1920,0.997681166,Depletion,Greenstriped rockfish,2009,0
1921,0.997307388,Depletion,Greenstriped rockfish,2009,0
1922,0.997015418,Depletion,Greenstriped rockfish,2009,0
1923,0.996760121,Depletion,Greenstriped rockfish,2009,0
1924,0.996410321,Depletion,Greenstriped rockfish,2009,0
1925,0.99594063,Depletion,Greenstriped rockfish,2009,0
1926,0.995417341,Depletion,Greenstriped rockfish,2009,0
1927,0.994703636,Depletion,Greenstriped rockfish,2009,0
1928,0.994098539,Depletion,Greenstriped rockfish,2009,0
1929,0.993566787,Depletion,Greenstriped rockfish,2009,0
1930,0.992871419,Depletion,Greenstriped rockfish,2009,0
1931,0.992238112,Depletion,Greenstriped rockfish,2009,0
1932,0.991422853,Depletion,Greenstriped rockfish,2009,0
1933,0.990838913,Depletion,Greenstriped rockfish,2009,0
1934,0.990295877,Depletion,Greenstriped rockfish,2009,0
1935,0.989864269,Depletion,Greenstriped rockfish,2009,0
1936,0.989503186,Depletion,Greenstriped rockfish,2009,0
1937,0.989415736,Depletion,Greenstriped rockfish,2009,0
1938,0.989183006,Depletion,Greenstriped rockfish,2009,0
1939,0.988946045,Depletion,Greenstriped rockfish,2009,0
1940,0.988527131,Depletion,Greenstriped rockfish,2009,0
1941,0.988051799,Depletion,Greenstriped rockfish,2009,0
1942,0.987346557,Depletion,Greenstriped rockfish,2009,0
1943,0.987105364,Depletion,Greenstriped rockfish,2009,0
1944,0.985094016,Depletion,Greenstriped rockfish,2009,0
1945,0.979883692,Depletion,Greenstriped rockfish,2009,0
1946,0.969165431,Depletion,Greenstriped rockfish,2009,0
1947,0.960452878,Depletion,Greenstriped rockfish,2009,0
1948,0.957148116,Depletion,Greenstriped rockfish,2009,0
1949,0.9544146,Depletion,Greenstriped rockfish,2009,0
1950,0.950310095,Depletion,Greenstriped rockfish,2009,0
1951,0.946333943,Depletion,Greenstriped rockfish,2009,0
1952,0.940890889,Depletion,Greenstriped rockfish,2009,0
1953,0.938486016,Depletion,Greenstriped rockfish,2009,0
1954,0.936360418,Depletion,Greenstriped rockfish,2009,0
1955,0.934165706,Depletion,Greenstriped rockfish,2009,0
1956,0.932593018,Depletion,Greenstriped rockfish,2009,0
1957,0.930678992,Depletion,Greenstriped rockfish,2009,0
1958,0.92883126,Depletion,Greenstriped rockfish,2009,0
1959,0.926079407,Depletion,Greenstriped rockfish,2009,0
1960,0.926639369,Depletion,Greenstriped rockfish,2009,0
